"Funcionario_Deixou_Empresa","Freq_Viagens","Formacao","Estado_Civil","Faz_hora_extras","Equilibrio_de_Vida","Idade","Tempo_de_empresa"
"Não","Viaja raramente","Mestrado","Solteiro","Sim","Bom",36,3
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",48,8
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",29,1
"Não","Viaja raramente","Mestrado","Casado","Não","Ruim",33,2
"Sim","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",30,10
"Não","Viaja frequentemente","Mestrado","Casado","Não","Muito bom",38,6
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",35,3
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",30,4
"Sim","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",35,1
"Sim","Viaja raramente","Doutorado","Casado","Não","Muito bom",53,33
"Sim","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",38,5
"Não","Não viaja","Mestrado","Casado","Não","Bom",32,6
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",48,8
"Não","Viaja raramente","Mestrado","Solteiro","Não","Ruim",34,1
"Não","Viaja raramente","Doutorado","Casado","Não","Muito bom",55,36
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",34,2
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",26,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",38,9
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Excelente",38,3
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",36,1
"Não","Viaja raramente","Ensino Médio","Solteiro","Sim","Muito bom",29,10
"Não","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",35,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",39,7
"Não","Viaja frequentemente","Ensino Médio","Divorciado","Não","Excelente",29,6
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",50,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",23,2
"Não","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",36,3
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",42,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",35,10
"Não","Viaja frequentemente","Mestrado","Casado","Não","Bom",34,8
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",40,5
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",43,6
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",35,1
"Não","Viaja raramente","Mestrado","Solteiro","Não","Ruim",46,26
"Sim","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",28,1
"Não","Não viaja","Ensino Técnico","Casado","Sim","Bom",22,4
"Não","Viaja frequentemente","Doutorado","Casado","Sim","Muito bom",50,30
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",32,3
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Bom",44,22
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",30,6
"Não","Viaja raramente","Doutorado","Solteiro","Sim","Muito bom",45,10
"Não","Não viaja","Ensino Superior","Casado","Não","Muito bom",45,10
"Não","Viaja frequentemente","Mestrado","Solteiro","Não","Muito bom",31,5
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",36,3
"Não","Viaja frequentemente","Mestrado","Divorciado","Não","Muito bom",34,9
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",49,9
"Não","Viaja raramente","Doutorado","Casado","Não","Muito bom",39,7
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",27,7
"Não","Viaja raramente","Doutorado","Casado","Não","Muito bom",35,16
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",28,5
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",21,2
"Sim","Viaja frequentemente","Ensino Técnico","Solteiro","Sim","Excelente",18,0
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",47,5
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",39,10
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",40,18
"Não","Não viaja","Mestrado","Casado","Não","Muito bom",35,14
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",37,4
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Não","Ruim",39,9
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",45,10
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Excelente",38,5
"Sim","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",35,13
"Não","Viaja raramente","Ensino Superior","Casado","Não","Ruim",37,8
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Bom",40,4
"Não","Viaja frequentemente","Doutorado","Casado","Sim","Muito bom",44,10
"Não","Viaja frequentemente","Doutorado","Casado","Não","Muito bom",48,2
"Sim","Viaja raramente","Ensino Técnico","Divorciado","Sim","Bom",35,2
"Não","Viaja frequentemente","Ensino Médio","Solteiro","Sim","Muito bom",24,6
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",27,3
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Não","Bom",27,4
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Ruim",40,4
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",29,5
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",36,3
"Não","Viaja frequentemente","Ensino Médio","Divorciado","Não","Muito bom",25,7
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",39,5
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",49,4
"Não","Viaja raramente","Doutorado","Divorciado","Não","Muito bom",50,14
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",20,2
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",34,11
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",36,4
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Muito bom",49,15
"Não","Não viaja","Mestrado","Casado","Não","Muito bom",36,3
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",36,5
"Não","Viaja raramente","Doutorado","Casado","Não","Muito bom",54,10
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",43,14
"Sim","Viaja frequentemente","Mestrado","Solteiro","Sim","Excelente",35,11
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Excelente",38,13
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Bom",29,10
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",33,6
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",32,9
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",31,10
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Bom",49,2
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Não","Muito bom",38,4
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",47,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",49,8
"Não","Viaja raramente","Ensino Técnico","Solteiro","Sim","Muito bom",41,2
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",20,2
"Não","Não viaja","Ensino Superior","Divorciado","Sim","Muito bom",33,6
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",36,3
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",44,2
"Sim","Viaja raramente","Ensino Médio","Solteiro","Sim","Muito bom",23,5
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",38,0
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",53,4
"Sim","Viaja frequentemente","Ensino Técnico","Casado","Sim","Muito bom",48,9
"Sim","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",32,1
"Não","Não viaja","Ensino Superior","Solteiro","Não","Muito bom",26,7
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",55,4
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",34,15
"Não","Viaja raramente","Mestrado","Divorciado","Não","Excelente",60,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",33,14
"Não","Viaja frequentemente","Mestrado","Divorciado","Não","Bom",37,6
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",34,10
"Sim","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",23,3
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",44,8
"Não","Viaja frequentemente","Mestrado","Solteiro","Sim","Excelente",35,5
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",43,10
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",24,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",41,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",29,5
"Não","Viaja raramente","Mestrado","Solteiro","Não","Bom",36,13
"Não","Não viaja","Ensino Médio","Casado","Não","Bom",45,23
"Sim","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",24,1
"Sim","Viaja frequentemente","Ensino Superior","Casado","Não","Ruim",47,23
"Não","Viaja raramente","Mestrado","Casado","Não","Excelente",26,3
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",45,21
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",32,5
"Não","Viaja raramente","Mestrado","Casado","Não","Excelente",31,5
"Não","Não viaja","Ensino Superior","Casado","Não","Muito bom",41,3
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Muito bom",40,1
"Não","Viaja raramente","Ensino Médio","Divorciado","Não","Excelente",24,6
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",46,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",35,7
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",30,10
"Não","Não viaja","Mestrado","Casado","Não","Ruim",47,1
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Bom",46,10
"Sim","Viaja raramente","Doutorado","Divorciado","Sim","Muito bom",36,2
"Sim","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",32,0
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Ruim",23,3
"Não","Viaja frequentemente","Ensino Médio","Solteiro","Não","Bom",31,5
"Não","Não viaja","Ensino Superior","Casado","Sim","Muito bom",39,9
"Não","Viaja raramente","Ensino Superior","Casado","Não","Ruim",32,4
"Não","Viaja raramente","Mestrado","Solteiro","Não","Bom",40,21
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",45,5
"Não","Viaja frequentemente","Mestrado","Solteiro","Não","Muito bom",30,9
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",24,2
"Sim","Viaja frequentemente","Ensino Superior","Divorciado","Não","Bom",30,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",31,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",27,6
"Sim","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",29,2
"Não","Viaja frequentemente","Ensino Superior","Solteiro","Sim","Excelente",29,3
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Muito bom",30,7
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",34,5
"Não","Não viaja","Ensino Superior","Solteiro","Não","Bom",33,11
"Não","Viaja raramente","Mestrado","Solteiro","Não","Excelente",49,5
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Bom",33,0
"Não","Viaja frequentemente","Ensino Técnico","Casado","Não","Bom",38,6
"Sim","Viaja raramente","Mestrado","Casado","Não","Muito bom",31,1
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",29,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",30,7
"Não","Não viaja","Mestrado","Solteiro","Não","Muito bom",32,7
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",38,1
"Sim","Viaja frequentemente","Ensino Superior","Casado","Sim","Muito bom",43,1
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",42,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",55,1
"Não","Não viaja","Ensino Superior","Divorciado","Não","Bom",33,9
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",41,5
"Não","Não viaja","Ensino Superior","Divorciado","Sim","Muito bom",34,15
"Não","Não viaja","Mestrado","Casado","Sim","Bom",53,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",43,9
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",34,2
"Sim","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",21,1
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",38,5
"Sim","Viaja raramente","Ensino Médio","Casado","Sim","Muito bom",22,1
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",31,12
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",51,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",37,5
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",46,2
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",36,12
"Sim","Viaja frequentemente","Ensino Técnico","Divorciado","Sim","Bom",44,5
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Bom",37,10
"Sim","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",35,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",33,10
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",28,5
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",39,4
"Não","Não viaja","Ensino Técnico","Solteiro","Não","Muito bom",46,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",40,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",42,0
"Não","Não viaja","Ensino Técnico","Divorciado","Não","Muito bom",35,7
"Não","Não viaja","Ensino Superior","Divorciado","Não","Muito bom",38,11
"Sim","Viaja frequentemente","Mestrado","Casado","Não","Bom",34,7
"Sim","Viaja raramente","Mestrado","Solteiro","Não","Ruim",37,10
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Muito bom",39,2
"Não","Não viaja","Ensino Superior","Solteiro","Não","Bom",43,3
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Ruim",41,3
"Não","Viaja raramente","Ensino Médio","Divorciado","Sim","Excelente",41,22
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",30,7
"Sim","Viaja raramente","Ensino Técnico","Casado","Sim","Muito bom",26,5
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Excelente",46,9
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",40,5
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",34,10
"Não","Não viaja","Ensino Superior","Divorciado","Não","Bom",58,16
"Não","Viaja raramente","Mestrado","Casado","Não","Excelente",35,5
"Não","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",47,22
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",40,7
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",54,7
"Não","Viaja frequentemente","Mestrado","Casado","Não","Muito bom",31,3
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",28,3
"Não","Viaja raramente","Mestrado","Casado","Sim","Bom",38,4
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",26,5
"Não","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",58,2
"Não","Não viaja","Ensino Superior","Solteiro","Não","Ruim",18,0
"Sim","Viaja raramente","Doutorado","Casado","Não","Muito bom",31,1
"Sim","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",29,2
"Não","Não viaja","Mestrado","Casado","Não","Excelente",45,8
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",36,1
"Não","Viaja frequentemente","Mestrado","Casado","Não","Muito bom",43,7
"Não","Viaja frequentemente","Ensino Técnico","Solteiro","Sim","Bom",27,5
"Não","Viaja frequentemente","Ensino Médio","Casado","Não","Excelente",29,11
"Não","Viaja frequentemente","Mestrado","Solteiro","Não","Excelente",32,0
"Não","Não viaja","Mestrado","Casado","Não","Bom",42,6
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",47,2
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Bom",46,9
"Não","Não viaja","Ensino Técnico","Divorciado","Não","Muito bom",28,3
"Não","Viaja raramente","Ensino Médio","Divorciado","Não","Muito bom",29,7
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",42,0
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Bom",32,2
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",46,19
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",27,9
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",29,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",43,16
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",48,22
"Sim","Viaja frequentemente","Ensino Técnico","Solteiro","Sim","Bom",29,1
"Sim","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",46,8
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",27,7
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",39,2
"Não","Viaja raramente","Mestrado","Casado","Não","Excelente",55,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",28,1
"Sim","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",30,1
"Sim","Viaja raramente","Ensino Médio","Solteiro","Sim","Muito bom",22,1
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",36,10
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",31,10
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",34,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",29,3
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",37,5
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Muito bom",35,3
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",45,9
"Não","Viaja frequentemente","Ensino Médio","Solteiro","Não","Bom",36,10
"Não","Viaja raramente","Mestrado","Divorciado","Não","Muito bom",40,19
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Bom",26,1
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Bom",27,8
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Não","Muito bom",48,22
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",44,2
"Sim","Não viaja","Mestrado","Casado","Sim","Muito bom",34,5
"Sim","Viaja raramente","Ensino Técnico","Solteiro","Não","Muito bom",56,4
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Ruim",36,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",41,5
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",42,13
"Não","Viaja raramente","Ensino Técnico","Divorciado","Sim","Muito bom",31,5
"Não","Viaja raramente","Ensino Médio","Casado","Sim","Bom",34,4
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",31,2
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",26,7
"Não","Viaja frequentemente","Mestrado","Solteiro","Não","Muito bom",45,4
"Não","Viaja raramente","Mestrado","Solteiro","Não","Bom",33,10
"Não","Viaja frequentemente","Ensino Técnico","Casado","Sim","Muito bom",28,7
"Sim","Viaja frequentemente","Ensino Superior","Solteiro","Não","Muito bom",29,1
"Não","Não viaja","Mestrado","Casado","Não","Muito bom",39,3
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",27,5
"Não","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",34,15
"Sim","Viaja raramente","Ensino Técnico","Solteiro","Sim","Muito bom",28,2
"Não","Não viaja","Mestrado","Casado","Não","Excelente",47,8
"Não","Viaja raramente","Doutorado","Casado","Não","Muito bom",56,0
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",39,10
"Não","Viaja frequentemente","Ensino Superior","Divorciado","Sim","Muito bom",38,20
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Bom",58,1
"Sim","Viaja frequentemente","Ensino Técnico","Solteiro","Sim","Muito bom",32,4
"Não","Viaja raramente","Ensino Técnico","Divorciado","Não","Excelente",38,5
"Não","Viaja frequentemente","Ensino Médio","Casado","Não","Muito bom",49,5
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Muito bom",42,0
"Sim","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",27,1
"Não","Viaja raramente","Mestrado","Casado","Não","Ruim",35,5
"Não","Não viaja","Ensino Superior","Solteiro","Não","Bom",28,5
"Não","Não viaja","Ensino Técnico","Divorciado","Sim","Excelente",31,4
"Não","Não viaja","Mestrado","Casado","Não","Muito bom",36,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",34,14
"Não","Viaja raramente","Mestrado","Divorciado","Não","Bom",34,8
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",26,7
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",29,5
"Não","Não viaja","Mestrado","Divorciado","Não","Muito bom",32,5
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Muito bom",31,10
"Sim","Viaja raramente","Ensino Superior","Divorciado","Não","Bom",28,4
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Bom",38,1
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",35,10
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",27,7
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",32,1
"Sim","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",31,10
"Sim","Viaja raramente","Mestrado","Solteiro","Sim","Bom",53,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",54,4
"Não","Viaja frequentemente","Ensino Técnico","Divorciado","Não","Muito bom",33,9
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",43,10
"Não","Viaja frequentemente","Mestrado","Casado","Sim","Muito bom",38,6
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",55,10
"Não","Viaja raramente","Ensino Médio","Divorciado","Sim","Muito bom",31,1
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",39,20
"Não","Não viaja","Ensino Técnico","Solteiro","Não","Muito bom",42,20
"Não","Não viaja","Ensino Superior","Casado","Não","Excelente",31,11
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",54,5
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Bom",24,4
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Excelente",23,5
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Excelente",40,10
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",40,11
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",25,2
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Bom",30,12
"Não","Viaja raramente","Ensino Médio","Divorciado","Sim","Bom",25,2
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",47,17
"Não","Não viaja","Ensino Técnico","Divorciado","Não","Bom",33,1
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",38,15
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",31,2
"Não","Viaja frequentemente","Mestrado","Casado","Não","Muito bom",38,8
"Não","Viaja raramente","Mestrado","Divorciado","Sim","Bom",42,4
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",41,5
"Não","Não viaja","Ensino Médio","Casado","Não","Ruim",47,13
"Não","Viaja raramente","Mestrado","Casado","Sim","Muito bom",35,2
"Não","Viaja raramente","Ensino Técnico","Solteiro","Não","Excelente",22,3
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",35,10
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Muito bom",33,9
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",32,6
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",40,1
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",32,2
"Não","Viaja raramente","Ensino Médio","Solteiro","Não","Muito bom",39,7
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",38,18
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",32,14
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",37,16
"Não","Viaja raramente","Ensino Técnico","Divorciado","Sim","Bom",25,5
"Não","Não viaja","Mestrado","Divorciado","Não","Bom",52,9
"Não","Viaja raramente","Ensino Superior","Solteiro","Sim","Muito bom",44,4
"Não","Viaja raramente","Ensino Médio","Solteiro","Sim","Muito bom",21,2
"Não","Não viaja","Ensino Superior","Solteiro","Não","Bom",39,6
"Sim","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",23,1
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",36,9
"Não","Viaja frequentemente","Ensino Técnico","Divorciado","Não","Muito bom",36,4
"Não","Não viaja","Mestrado","Divorciado","Não","Bom",56,13
"Sim","Viaja raramente","Mestrado","Casado","Sim","Excelente",29,2
"Não","Viaja raramente","Ensino Superior","Casado","Não","Bom",42,22
"Sim","Viaja raramente","Ensino Técnico","Casado","Não","Ruim",56,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",41,20
"Não","Viaja raramente","Ensino Superior","Casado","Não","Muito bom",34,8
"Não","Não viaja","Mestrado","Divorciado","Não","Bom",36,15
"Não","Viaja raramente","Ensino Superior","Divorciado","Não","Muito bom",41,5
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",32,4
"Não","Viaja raramente","Mestrado","Solteiro","Sim","Muito bom",35,9
"Não","Viaja raramente","Ensino Técnico","Casado","Não","Muito bom",38,10
"Sim","Viaja frequentemente","Mestrado","Divorciado","Não","Muito bom",50,6
"Não","Viaja raramente","Mestrado","Casado","Não","Bom",36,6
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",45,5
"Não","Viaja raramente","Mestrado","Solteiro","Não","Muito bom",40,2
"Não","Viaja frequentemente","Mestrado","Casado","Sim","Excelente",35,10
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",40,5
"Não","Viaja raramente","Mestrado","Casado","Não","Muito bom",35,4
"Não","Viaja raramente","Ensino Técnico","Casado","Sim","Muito bom",29,4
"Não","Viaja raramente","Mestrado","Solteiro","Não","Ruim",29,5
"Sim","Viaja raramente","Ensino Superior","Divorciado","Sim","Muito bom",50,3
"Não","Viaja raramente","Ensino Médio","Casado","Não","Bom",39,20
"Não","Não viaja","Ensino Superior","Solteiro","Não","Muito bom",31,9
"Não","Viaja raramente","Ensino Superior","Solteiro","Não","Muito bom",26,4
"Não","Viaja frequentemente","Ensino Técnico","Casado","Não","Muito bom",36,5
"Não","Viaja raramente","Ensino Médio","Casado","Não","Muito bom",39,7
"Não","Viaja raramente","Ensino Superior","Casado","Sim","Muito bom",27,6
"Não","Viaja frequentemente","Ensino Superior","Casado","Não","Bom",49,9
"Não","Viaja raramente","Ensino Superior","Casado","Não","Excelente",34,4
